title,division,conference,state,location,link,roster_link
Texas Christian University,D1,Big 12,TX,"Fort Worth, TX",https://gofrogs.com/index.aspx?path=baseball,https://gofrogs.com/sports/baseball/roster
Texas Southern University,D1,Southwestern,TX,"Houston, TX",https://tsusports.com/index.aspx?path=baseball,https://tsusports.com/sports/baseball/roster
Texas State University,D1,Sun Belt,TX,"San Marcos, TX",https://txstatebobcats.com/index.aspx?path=baseball,https://txstatebobcats.com/sports/baseball/roster
Texas Tech University,D1,Big 12,TX,"Lubbock, TX",https://texastech.com/index.aspx?path=baseball,https://texastech.com/sports/baseball/roster
The Citadel,D1,Southern,SC,"Charleston, SC",http://citadelsports.com/index.aspx?path=baseball,http://citadelsports.com/sports/baseball/roster
The Ohio State University,D1,Big Ten,OH,"Columbus, OH",https://ohiostatebuckeyes.com/sports/m-basebl/,https://ohiostatebuckeyes.com/sports/m-basebl/roster
The University of Southern Mississippi,D1,Conference USA,MS,"Hattiesburg, MS",https://southernmiss.com/index.aspx?path=baseball,https://southernmiss.com/sports/baseball/roster
The University of Texas Rio Grande Valley,D1,Western Athletic,TX,"Edinburg, TX",https://goutrgv.com/index.aspx?path=baseball&,https://goutrgv.com/sports/baseball/roster
Towson University,D1,Colonial,MD,"Towson, MD",https://towsontigers.com/index.aspx?path=baseball,https://towsontigers.com/sports/baseball/roster
Troy University,D1,Sun Belt,AL,"Troy, AL",https://troytrojans.com/index.aspx?path=baseball,https://troytrojans.com/sports/baseball/roster
Tulane University,D1,American Athletic,LA,"New Orleans, LA",https://tulanegreenwave.com/index.aspx?path=baseball,https://tulanegreenwave.com/sports/baseball/roster
U.S. Air Force Academy,D1,Mountain West,CO,"Colorado Springs, CO",https://goairforcefalcons.com/index.aspx?path=baseball,https://goairforcefalcons.com/sports/baseball/roster
U.S. Military Academy,D1,Patriot League,NY,"West Point, NY",https://goarmywestpoint.com/index.aspx?path=baseball,https://goarmywestpoint.com/sports/baseball/roster
U.S. Naval Academy,D1,Patriot League,MD,"Annapolis, MD",https://navysports.com/index.aspx?path=baseball,https://navysports.com/sports/baseball/roster
University at Albany,D1,America East,NY,"Albany, NY",http://www.ualbanysports.com/SportSelect.dbml?SPID=7996,http://www.ualbanysports.com/sports/baseball/roster
University of Akron,D1,Mid-American,OH,"Akron, OH",https://gozips.com/sports/baseball,https://gozips.com/sports/baseball/roster
University of Alabama,D1,SEC,AL,"Tuscaloosa, AL",http://rolltide.com/index.aspx?path=baseball,http://rolltide.com/sports/baseball/roster
"University of Alabama, Birmingham",D1,Conference USA,AL,"Birmingham, AL",http://uabsports.com/index.aspx?path=baseball,http://uabsports.com/sports/baseball/roster
University of Arizona,D1,Pac-12,AZ,"Tucson, AZ",http://www.arizonawildcats.com/index.aspx?path=baseball,http://www.arizonawildcats.com/sports/baseball/roster
University of Arkansas,D1,SEC,AR,"Fayetteville, AR",http://www.arkansasrazorbacks.com/sport/m-basebl/,http://www.arkansasrazorbacks.com/sport/m-basebl/roster
"University of Arkansas, Little Rock",D1,Sun Belt,AR,"Little Rock, AR",http://lrtrojans.com/index.aspx?path=baseball,http://lrtrojans.com/sports/baseball/roster
"University of Arkansas, Pine Bluff",D1,Southwestern,AR,"Pine Bluff, AR",http://www.uapblionsroar.com/index.aspx?path=baseball,http://www.uapblionsroar.com/sports/baseball/roster
"University of California, Berkeley",D1,Pac-12,CA,"Berkeley, CA",http://calbears.com/index.aspx?path=baseball,http://calbears.com/sports/baseball/roster
"University of California, Davis",D1,Big West,CA,"Davis, CA",https://ucdavisaggies.com/sports/baseball,https://ucdavisaggies.com/sports/baseball/roster
"University of California, Irvine",D1,Big West,CA,"Irvine, CA",https://ucirvinesports.com/index.aspx?path=baseball,https://ucirvinesports.com/sports/baseball/roster
"University of California, Los Angeles",D1,Pac-12,CA,"Los Angeles, CA",http://uclabruins.com/index.aspx?path=baseball,http://uclabruins.com/sports/baseball/roster
"University of California, Riverside",D1,Big West,CA,"Riverside, CA",https://gohighlanders.com/index.aspx?path=baseball,https://gohighlanders.com/sports/baseball/roster
"University of California, San Diego",D1,Big West,CA,"La Jolla, CA",https://ucsdtritons.com/sports/baseball,https://ucsdtritons.com/sports/baseball/roster
"University of California, Santa Barbara",D1,Big West,CA,"Santa Barbara, CA",http://www.ucsbgauchos.com/sports/m-basebl/index,https://www.ucsbgauchos.com/sports/m-basebl/2020-21/roster
University of Central Arkansas,D1,Southland,AR,"Conway, AR",http://www.ucasports.com/index.aspx?path=baseball,http://www.ucasports.com/sports/baseball/roster
University of Central Florida,D1,American Athletic,FL,"Orlando, FL",http://ucfknights.com/index.aspx?path=baseball,http://ucfknights.com/sports/baseball/roster
University of Cincinnati,D1,American Athletic,OH,"Cincinnati, OH",http://gobearcats.com/index.aspx?path=baseball,http://gobearcats.com/sports/baseball/roster
University of Connecticut,D1,Big East,CT,"Storrs, CT",http://www.uconnhuskies.com/sports/m-basebl/conn-m-basebl-body-main.html,https://uconnhuskies.com/sports/baseball/roster
University of Dayton,D1,Atlantic 10,OH,"Dayton, OH",https://daytonflyers.com/index.aspx?path=baseball,https://daytonflyers.com/sports/baseball/roster
University of Delaware,D1,Colonial,DE,"Newark, DE",https://bluehens.com/index.aspx?path=baseball,https://bluehens.com/sports/baseball/roster
University of Evansville,D1,Missouri Valley,IN,"Evansville, IN",https://gopurpleaces.com/index.aspx?path=baseball,https://gopurpleaces.com/sports/baseball/roster
University of Florida,D1,SEC,FL,"Gainesville, FL",https://floridagators.com/index.aspx?path=baseball,https://floridagators.com/sports/baseball/roster
University of Georgia,D1,SEC,GA,"Athens, GA",https://georgiadogs.com/index.aspx?path=baseball,https://georgiadogs.com/sports/baseball/roster
University of Hartford,D1,America East,CT,"West Hartford, CT",https://www.hartfordhawks.com/index.aspx?path=baseball,https://www.hartfordhawks.com/roster.aspx?path=baseball
"University of Hawai'i, Manoa",D1,Big West,HI,"Honolulu, HI",https://hawaiiathletics.com/index.aspx?path=bb,https://hawaiiathletics.com/sports/baseball/roster
University of Houston,D1,American Athletic,TX,"Houston, TX",https://uhcougars.com/index.aspx?path=baseball,https://uhcougars.com/sports/baseball/roster
University of Illinois at Chicago,D1,Horizon,IL,"Chicago, IL",https://uicflames.com/index.aspx?path=baseball,https://uicflames.com/sports/baseball/roster
"University of Illinois, Urbana-Champaign",D1,Big Ten,IL,"Urbana-Champaign, IL",https://fightingillini.com/index.aspx?path=baseball,https://fightingillini.com/sports/baseball/roster
University of Iowa,D1,Big Ten,IA,"Iowa City, IA",https://hawkeyesports.com/index.aspx?path=baseball,https://hawkeyesports.com/sports/baseball/roster
University of Kansas,D1,Big 12,KS,"Lawrence, KS",https://kuathletics.com/index.aspx?path=baseball,https://kuathletics.com/sports/baseball/roster
University of Kentucky,D1,SEC,KY,"Lexington, KY",https://ukathletics.com/index.aspx?path=baseball,https://ukathletics.com/sports/baseball/roster
University of Louisiana at Lafayette,D1,Sun Belt,LA,"Lafayette, LA",https://ragincajuns.com/index.aspx?path=baseball,https://ragincajuns.com/sports/baseball/roster
University of Louisiana at Monroe,D1,Sun Belt,LA,"Monroe, LA",https://ulmwarhawks.com/index.aspx?path=baseball,https://ulmwarhawks.com/sports/baseball/roster
University of Louisville,D1,ACC,KY,"Louisville, KY",https://gocards.com/index.aspx?path=baseball,https://gocards.com/sports/baseball/roster
"University of Maine, Orono",D1,America East,ME,"Orono, ME",https://goblackbears.com/index.aspx?path=baseball,https://goblackbears.com/sports/baseball/roster
"University of Maryland, Baltimore County",D1,America East,MD,"Baltimore, MD",https://www.umbcretrievers.com/landing/index,https://www.umbcretrievers.com/sports/bsb/2020-21/roster
"University of Maryland, College Park",D1,Big Ten,MD,"College Park, MD",https://umterps.com/index.aspx?path=baseball,https://umterps.com/sports/baseball/roster
"University of Maryland, Eastern Shore",D1,Mid-Eastern,MD,"Princess Anne, MD",https://easternshorehawks.com/index.aspx?path=baseball,https://easternshorehawks.com/sports/baseball/roster
"University of Massachusetts, Amherst",D1,Atlantic 10,MA,"Amherst, MA",https://umassathletics.com/index.aspx?path=baseball,https://umassathletics.com/sports/baseball/roster
"University of Massachusetts, Lowell",D1,America East,MA,"Lowell, MA",https://goriverhawks.com/index.aspx?path=baseball,https://goriverhawks.com/sports/baseball/roster
University of Memphis,D1,American Athletic,TN,"Memphis, TN",https://gotigersgo.com/index.aspx?path=baseball,https://gotigersgo.com/sports/baseball/roster
University of Miami,D1,ACC,FL,"Miami, FL",https://miamihurricanes.com/sports/baseball/,https://miamihurricanes.com/sports/baseball/roster
University of Michigan,D1,Big Ten,MI,"Ann Arbor, MI",https://mgoblue.com/index.aspx?path=baseball,https://mgoblue.com/sports/baseball/roster
"University of Minnesota, Twin Cities",D1,Big Ten,MN,"Minneapolis, MN",https://gophersports.com/index.aspx?path=baseball,https://gophersports.com/sports/baseball/roster
University of Mississippi,D1,SEC,MS,"Oxford, MS",https://olemisssports.com/index.aspx?path=baseball,https://olemisssports.com/sports/baseball/roster
University of Missouri,D1,SEC,MO,"Columbia, MO",https://mutigers.com/index.aspx?path=baseball,https://mutigers.com/sports/baseball/roster
"University of Nebraska, Lincoln",D1,Big Ten,NE,"Lincoln, NE",http://www.huskers.com/SportSelect.dbml?DB_LANG=C&DB_OEM_ID=100&SPID=33&SPSID=101,http://www.huskers.com/sports/baseball/roster
"University of Nebraska, Omaha",D1,Summit League,NE,"Omaha, NE",https://omavs.com/index.aspx?path=baseball,https://omavs.com/sports/baseball/roster
"University of Nevada, Las Vegas",D1,Mountain West,NV,"Las Vegas, NV",https://unlvrebels.com/index.aspx?path=baseball,https://unlvrebels.com/sports/baseball/roster
"University of Nevada, Reno",D1,Mountain West,NV,"Reno, NV",https://nevadawolfpack.com/index.aspx?path=baseball,https://nevadawolfpack.com/sports/baseball/roster
University of New Mexico,D1,Mountain West,NM,"Albuquerque, NM",https://golobos.com/index.aspx?path=baseball,https://golobos.com/sports/baseball/roster
University of New Orleans,D1,Southland,LA,"New Orleans, LA",https://unoprivateers.com/index.aspx?path=baseball,https://unoprivateers.com/sports/baseball/roster
University of North Alabama,D1,ASUN,AL,"Florence, AL",https://roarlions.com/index.aspx?path=baseball,https://roarlions.com/sports/baseball/roster
University of North Carolina,D1,ACC,NC,"Chapel Hill, NC",https://goheels.com/index.aspx?path=baseball,https://goheels.com/sports/baseball/roster
"University of North Carolina, Charlotte",D1,Conference USA,NC,"Charlotte, NC",https://charlotte49ers.com/index.aspx?path=baseball,https://charlotte49ers.com/sports/baseball/roster
"University of North Carolina, Asheville",D1,Big South,NC,"Asheville, NC",https://uncabulldogs.com/index.aspx?path=baseball,https://uncabulldogs.com/sports/baseball/roster
"University of North Carolina, Greensboro",D1,Southern,NC,"Greensboro, NC",http://www.uncgspartans.com/SportSelect.dbml?DB_OEM_ID=32200&SPID=137657&SPSID=810477,http://www.uncgspartans.com/sports/baseball/roster
"University of North Carolina, Wilmington",D1,Colonial,NC,"Wilmington, NC",https://uncwsports.com/index.aspx?path=baseball,https://uncwsports.com/sports/baseball/roster
University of North Florida,D1,ASUN,FL,"Jacksonville, FL",https://unfospreys.com/index.aspx?path=baseball,https://unfospreys.com/sports/baseball/roster
University of Northern Colorado,D1,Western Athletic,CO,"Greely, CO",https://uncbears.com/index.aspx?path=baseball,https://uncbears.com/sports/baseball/roster
University of Notre Dame,D1,ACC,IN,"Notre Dame, IN",https://und.com/index.aspx?path=baseball,https://und.com/sports/baseball/roster
University of Oklahoma,D1,Big 12,OK,"Norman, OK",http://www.soonersports.com/SportSelect.dbml?DB_OEM_ID=31000&SPID=127257&SPSID=750383,http://www.soonersports.com/sports/baseball/roster
University of Oregon,D1,Pac-12,OR,"Eugene, OR",https://goducks.com/index.aspx?path=baseball,https://goducks.com/sports/baseball/roster
University of Pennsylvania,D1,Ivy League,PA,"Philadelphia, PA",https://pennathletics.com/index.aspx?path=baseball,https://pennathletics.com/sports/baseball/roster
University of Pittsburgh,D1,ACC,PA,"Pittsburgh, PA",https://pittsburghpanthers.com/index.aspx?path=baseball,https://pittsburghpanthers.com/sports/baseball/roster
University of Portland,D1,West Coast,OR,"Portland, OR",https://portlandpilots.com/index.aspx?path=baseball,https://portlandpilots.com/sports/baseball/roster
University of Rhode Island,D1,Atlantic 10,RI,"South Kingstown, RI",https://www.gorhody.com/sports/m-basebl/index,https://gorhody.com/sports/baseball/roster
University of Richmond,D1,Atlantic 10,VA,"Richmond, VA",https://richmondspiders.com/index.aspx?path=baseball,https://richmondspiders.com/sports/baseball/roster
University of San Diego,D1,West Coast,CA,"San Diego, CA",https://usdtoreros.com/index.aspx?path=baseball,https://usdtoreros.com/sports/baseball/roster
University of San Francisco,D1,West Coast,CA,"San Francisco, CA",https://usfdons.com/index.aspx?path=baseball,https://usfdons.com/sports/baseball/roster
University of South Alabama,D1,Sun Belt,AL,"Mobile, AL",https://usajaguars.com/index.aspx?path=baseball,https://usajaguars.com/sports/baseball/roster
University of South Carolina,D1,SEC,SC,"Columbia, SC",https://gamecocksonline.com/index.aspx?path=baseball,https://gamecocksonline.com/sports/baseball/roster
"University of South Carolina, Upstate",D1,Big South,SC,"Spartanburg, SC",https://upstatespartans.com/index.aspx?path=baseball,https://upstatespartans.com/sports/baseball/roster
University of South Florida,D1,American Athletic,FL,"Tampa, FL",https://gousfbulls.com/index.aspx?path=baseball,https://gousfbulls.com/sports/baseball/roster
University of Southern California,D1,Pac-12,CA,"Los Angeles, CA",https://usctrojans.com/index.aspx?path=baseball,https://usctrojans.com/sports/baseball/roster
University of Tennessee,D1,SEC,TN,"Knoxville, TN",https://utsports.com/index.aspx?path=baseball,https://utsports.com/sports/baseball/roster
"University of Tennessee, Martin",D1,Ohio Valley,TN,"Martin, TN",https://utmsports.com/index.aspx?path=baseball,https://utmsports.com/sports/baseball/roster
University of Texas at Arlington,D1,Sun Belt,TX,"Arlington, TX",https://utamavs.com/index.aspx?path=baseball,https://utamavs.com/sports/baseball/roster
University of Texas at Austin,D1,Big 12,TX,"Austin, TX",https://texassports.com/index.aspx?path=baseball,https://texassports.com/sports/baseball/roster
University of Texas at San Antonio,D1,Conference USA,TX,"San Antonio, TX",https://goutsa.com/schedule.aspx?path=baseball,https://goutsa.com/sports/baseball/roster
University of Toledo,D1,Mid-American,OH,"Toldeo, OH",https://utrockets.com/index.aspx?path=baseball,https://utrockets.com/sports/baseball/roster
University of Utah,D1,Pac-12,UT,"Salt Lake City, UT",https://utahutes.com/index.aspx?path=baseball,https://utahutes.com/sports/baseball/roster
University of Virginia,D1,ACC,VA,"Charlottesville, VA",https://virginiasports.com/index.aspx?path=baseball,https://virginiasports.com/sports/baseball/roster
University of Washington,D1,Pac-12,WA,"Seattle, WA",https://gohuskies.com/index.aspx?path=bsb,https://gohuskies.com/sports/baseball/roster
"University of Wisconsin, Milwaukee",D1,Horizon,WI,"Milwaukee, WI",https://mkepanthers.com/index.aspx?path=baseball,https://mkepanthers.com/sports/baseball/roster
University of the Incarnate Word,D1,Southland,TX,"San Antonio, TX",https://uiwcardinals.com/index.aspx?path=baseball,https://uiwcardinals.com/sports/baseball/roster
University of the Pacific,D1,West Coast,CA,"Stockton, CA",https://www.pacifictigers.com/sports/m-basebl/index,https://pacifictigers.com/sports/baseball/roster
Utah Valley University,D1,Western Athletic,UT,"Orem, UT",https://gouvu.com/index.aspx?path=baseball,https://gouvu.com/sports/baseball/roster
Valparaiso University,D1,Missouri Valley,IN,"Valparaiso, IN",http://www.valpoathletics.com/baseball/,https://www.valpoathletics.com/baseball/roster/?view=list
Vanderbilt University,D1,SEC,TN,"Nashville, TN",https://vucommodores.com/index.aspx?path=baseball,https://vucommodores.com/sports/baseball/roster
Villanova University,D1,Big East,PA,"Villanova, PA",https://villanova.com/index.aspx?path=baseball,https://villanova.com/sports/baseball/roster
Virginia Commonwealth University,D1,Atlantic 10,VA,"Richmond, VA",http://www.vcuathletics.com/sports/bsb/index,https://vcuathletics.com/sports/baseball/roster
